"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"r9dee434et","http://193.205.194.113/RAISE/NEF/r9dee434et.NEF","http://193.205.194.113/RAISE/TIFF/r9dee434et.TIF","9/20/2014 15:47","9/17/2011 7:19","19.8 MB","L (4928 x 3264)","19:15.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/22","1/40s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r0744a10et","http://193.205.194.113/RAISE/NEF/r0744a10et.NEF","http://193.205.194.113/RAISE/TIFF/r0744a10et.TIF","9/20/2014 15:47","9/17/2011 7:21","19.1 MB","L (4928 x 3264)","21:46.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/22","1/40s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r1986e42bt","http://193.205.194.113/RAISE/NEF/r1986e42bt.NEF","http://193.205.194.113/RAISE/TIFF/r1986e42bt.TIF","9/20/2014 15:47","9/17/2011 7:22","19.5 MB","L (4928 x 3264)","22:24.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/22","1/30s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r4db8c797t","http://193.205.194.113/RAISE/NEF/r4db8c797t.NEF","http://193.205.194.113/RAISE/TIFF/r4db8c797t.TIF","9/20/2014 15:47","9/17/2011 7:22","18.8 MB","L (4928 x 3264)","22:49.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","48mm","AF-A","Auto","ON","OFF","f/22","1/30s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"ra4e8e78ft","http://193.205.194.113/RAISE/NEF/ra4e8e78ft.NEF","http://193.205.194.113/RAISE/TIFF/ra4e8e78ft.TIF","9/20/2014 15:48","9/17/2011 7:24","20.8 MB","L (4928 x 3264)","24:46.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","82mm","AF-A","Auto","ON","OFF","f/11","1/160s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","outdoor; people"
"r76934e9ft","http://193.205.194.113/RAISE/NEF/r76934e9ft.NEF","http://193.205.194.113/RAISE/TIFF/r76934e9ft.TIF","9/20/2014 15:48","9/17/2011 7:26","18.4 MB","L (4928 x 3264)","26:07.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","42mm","AF-A","Auto","ON","OFF","f/22","1/80s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"raad3a5fat","http://193.205.194.113/RAISE/NEF/raad3a5fat.NEF","http://193.205.194.113/RAISE/TIFF/raad3a5fat.TIF","9/20/2014 15:48","9/17/2011 7:27","17.9 MB","L (4928 x 3264)","27:47.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","34mm","AF-A","Auto","ON","OFF","f/22","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rb984e638t","http://193.205.194.113/RAISE/NEF/rb984e638t.NEF","http://193.205.194.113/RAISE/TIFF/rb984e638t.TIF","9/20/2014 15:48","9/17/2011 7:28","17.2 MB","L (4928 x 3264)","28:54.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","55mm","AF-A","Auto","ON","OFF","f/16","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","objects; outdoor"
"r8805c258t","http://193.205.194.113/RAISE/NEF/r8805c258t.NEF","http://193.205.194.113/RAISE/TIFF/r8805c258t.TIF","9/20/2014 15:49","9/17/2011 7:29","19.4 MB","L (4928 x 3264)","29:16.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","27mm","AF-A","Auto","ON","OFF","f/5","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","outdoor"
"r55f60083t","http://193.205.194.113/RAISE/NEF/r55f60083t.NEF","http://193.205.194.113/RAISE/TIFF/r55f60083t.TIF","9/20/2014 15:49","9/17/2011 7:29","18.1 MB","L (4928 x 3264)","29:34.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","50mm","AF-A","Auto","ON","OFF","f/14","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r4e5c1f45t","http://193.205.194.113/RAISE/NEF/r4e5c1f45t.NEF","http://193.205.194.113/RAISE/TIFF/r4e5c1f45t.TIF","9/20/2014 15:49","9/17/2011 7:30","22.0 MB","L (4928 x 3264)","30:56.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/14","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"rc8713000t","http://193.205.194.113/RAISE/NEF/rc8713000t.NEF","http://193.205.194.113/RAISE/TIFF/rc8713000t.TIF","9/20/2014 15:49","9/17/2011 7:31","18.6 MB","L (4928 x 3264)","31:31.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","28mm","AF-A","Auto","ON","OFF","f/14","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r9cf1c9f7t","http://193.205.194.113/RAISE/NEF/r9cf1c9f7t.NEF","http://193.205.194.113/RAISE/TIFF/r9cf1c9f7t.TIF","9/20/2014 15:49","9/17/2011 7:33","18.8 MB","L (4928 x 3264)","33:08.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5.6","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rc34cfa9bt","http://193.205.194.113/RAISE/NEF/rc34cfa9bt.NEF","http://193.205.194.113/RAISE/TIFF/rc34cfa9bt.TIF","9/20/2014 15:49","9/17/2011 7:34","19.6 MB","L (4928 x 3264)","34:48.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","55mm","AF-A","Auto","ON","OFF","f/22","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r272fba5ft","http://193.205.194.113/RAISE/NEF/r272fba5ft.NEF","http://193.205.194.113/RAISE/TIFF/r272fba5ft.TIF","9/20/2014 15:50","9/17/2011 7:37","21.8 MB","L (4928 x 3264)","37:36.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","29mm","AF-A","Auto","ON","OFF","f/22","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r48c4aacdt","http://193.205.194.113/RAISE/NEF/r48c4aacdt.NEF","http://193.205.194.113/RAISE/TIFF/r48c4aacdt.TIF","9/20/2014 15:50","9/17/2011 7:37","20.3 MB","L (4928 x 3264)","37:53.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","34mm","AF-A","Auto","ON","OFF","f/29","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rc3189daat","http://193.205.194.113/RAISE/NEF/rc3189daat.NEF","http://193.205.194.113/RAISE/TIFF/rc3189daat.TIF","9/20/2014 15:50","9/17/2011 7:38","20.5 MB","L (4928 x 3264)","38:28.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/22","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","outdoor"
"r8c27b868t","http://193.205.194.113/RAISE/NEF/r8c27b868t.NEF","http://193.205.194.113/RAISE/TIFF/r8c27b868t.TIF","9/20/2014 15:50","9/17/2011 7:53","20.1 MB","L (4928 x 3264)","53:02.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/22","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r563d0e5ct","http://193.205.194.113/RAISE/NEF/r563d0e5ct.NEF","http://193.205.194.113/RAISE/TIFF/r563d0e5ct.TIF","9/20/2014 15:50","9/17/2011 7:53","20.2 MB","L (4928 x 3264)","53:52.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","95mm","AF-A","Auto","ON","OFF","f/5.6","1/125s","Auto (Flash Off)","0EV","","Matrix","Auto (ISO 280)","","","","Auto1, 0, 0","sRGB","ON (Low)","OFF","Auto","","","OFF","[SD] STANDARD","[SD] STANDARD","-","Auto","0","0","Auto","0","","","","","","","","","","","","","","","","","outdoor; people"
"rdf0d065at","http://193.205.194.113/RAISE/NEF/rdf0d065at.NEF","http://193.205.194.113/RAISE/TIFF/rdf0d065at.TIF","9/20/2014 15:50","9/17/2011 7:57","20.1 MB","L (4928 x 3264)","57:10.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/22","1/50s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"rb11ef90ct","http://193.205.194.113/RAISE/NEF/rb11ef90ct.NEF","http://193.205.194.113/RAISE/TIFF/rb11ef90ct.TIF","9/20/2014 15:51","9/17/2011 8:19","21.7 MB","L (4928 x 3264)","19:39.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/16","1/60s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r131a8f7et","http://193.205.194.113/RAISE/NEF/r131a8f7et.NEF","http://193.205.194.113/RAISE/TIFF/r131a8f7et.TIF","9/20/2014 15:51","9/17/2011 8:20","20.4 MB","L (4928 x 3264)","20:47.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/22","1/60s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r75abf0a6t","http://193.205.194.113/RAISE/NEF/r75abf0a6t.NEF","http://193.205.194.113/RAISE/TIFF/r75abf0a6t.TIF","9/20/2014 15:51","9/17/2011 8:21","19.8 MB","L (4928 x 3264)","21:08.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","AF-A","Auto","ON","OFF","f/22","1/60s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r7f308166t","http://193.205.194.113/RAISE/NEF/r7f308166t.NEF","http://193.205.194.113/RAISE/TIFF/r7f308166t.TIF","9/20/2014 15:51","9/17/2011 8:22","20.5 MB","L (4928 x 3264)","22:44.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","26mm","AF-A","Auto","ON","OFF","f/13","1/60s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","objects; outdoor"
"r1301676dt","http://193.205.194.113/RAISE/NEF/r1301676dt.NEF","http://193.205.194.113/RAISE/TIFF/r1301676dt.TIF","9/20/2014 15:52","9/17/2011 8:24","18.4 MB","L (4928 x 3264)","24:26.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","AF-A","Auto","ON","OFF","f/13","1/60s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","nature; outdoor"
"rb127481et","http://193.205.194.113/RAISE/NEF/rb127481et.NEF","http://193.205.194.113/RAISE/TIFF/rb127481et.TIF","9/20/2014 15:52","9/17/2011 11:44","20.6 MB","L (4928 x 3264)","44:05.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","22mm","AF-A","Auto","ON","OFF","f/11","1/160s","Landscape","0EV","","Matrix","Auto (ISO 100)","","","","Auto1, 0, 0","sRGB","ON (Low)","OFF","Auto","","","OFF","[LS] Landscape","[LS] Landscape","-","Auto","0","0","Auto","0","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r9465b80bt","http://193.205.194.113/RAISE/NEF/r9465b80bt.NEF","http://193.205.194.113/RAISE/TIFF/r9465b80bt.TIF","9/20/2014 15:52","9/17/2011 11:44","19.8 MB","L (4928 x 3264)","44:33.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/22","1/60s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r604c49adt","http://193.205.194.113/RAISE/NEF/r604c49adt.NEF","http://193.205.194.113/RAISE/TIFF/r604c49adt.TIF","9/20/2014 15:52","9/17/2011 11:45","17.4 MB","L (4928 x 3264)","45:21.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/10","1/60s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r8c190996t","http://193.205.194.113/RAISE/NEF/r8c190996t.NEF","http://193.205.194.113/RAISE/TIFF/r8c190996t.TIF","9/20/2014 15:52","9/17/2011 11:57","21.0 MB","L (4928 x 3264)","57:19.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","24mm","AF-A","Auto","ON","OFF","f/16","1/60s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"raacb1fa5t","http://193.205.194.113/RAISE/NEF/raacb1fa5t.NEF","http://193.205.194.113/RAISE/TIFF/raacb1fa5t.TIF","9/20/2014 15:53","9/17/2011 11:57","18.2 MB","L (4928 x 3264)","57:37.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","AF-A","Auto","ON","OFF","f/16","1/60s","Manual","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","sRGB","ON (Low)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","9","2","0","3","1","","","","","","","","","","","","","","","","","outdoor; people"
